name,code,url,description,performance,performancetimes,features,featuredescription
LINEMICRO MANUAL,XF023,https://unox.com/en_fr/ovens/linemicro-manual-xf023/,LINEMICROare the compact ovens designed as a support for the simplest confectionery/bakery processes and to bake-off frozen bakery products.,,,,
LINEMICRO MANUAL,XF043,https://unox.com/en_fr/ovens/linemicro-manual-xf043/,LINEMICROare the compact ovens designed as a support for the simplest confectionery/bakery processes and to bake-off frozen bakery products.,,,,
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0511-EPRM-MS,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0511-eprm-ms/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0511-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0511-eprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0511-GPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0511-gprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0511-GPRM-MS,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0511-gprm-ms/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP ONE,XEVC-0511-E1RM,https://unox.com/en_fr/ovens/cheftop-mindmaps-one-xevc-0511-e1rm/,"CHEFTOP MIND.MapsONEis the combined oven with which you can realize all your ambitions. Grills, fries, roasts, cook with steam and much more. In a simple and intuitive way. As you like.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roasted chickens (1.3kg),Full loadof sea bass fillet (0.3kg),Full loadof frozen demi-baguettes","7 minutes,10 minutes,26 minutes,28 minutes,41 minutes,12 minutes,14 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP ZERO,XEVC-0511-EZRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-zero-xevc-0511-ezrm/,"CHEFTOP MIND.MapsZEROis the combi oven that features everything that is essential and nothing that is superfluous. Simple to use, solid and efficient.","Full loadof roasted potatoes,Full loadof sea bass fillet (0.3 kg),Full loadof fried eggs,Full loadof yellow curry chicken,Full loadof steamed potatoes,Full loadof steamed rice,Full loadof frozen demi-baguettes,Full loadof frozen croissant","35 minutes,12 minutes,3 minutes,50 minutes,28 minutes,26 minutes,14 minutes,22 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
CHEFTOP MIND.Maps COUNTERTOP ZERO,XEVC-0511-EZRM-LP,https://unox.com/en_fr/ovens/cheftop-mindmaps-zero-xevc-0511-ezrm-lp/,"CHEFTOP MIND.MapsZEROis the combi oven that features everything that is essential and nothing that is superfluous. Simple to use, solid and efficient.","Full loadof roasted potatoes,Full loadof sea bass fillet (0.3 kg),Full loadof fried eggs,Full loadof yellow curry chicken,Full loadof steamed potatoes,Full loadof steamed rice,Full loadof frozen demi-baguettes,Full loadof frozen croissant","35 minutes,12 minutes,3 minutes,50 minutes,28 minutes,26 minutes,14 minutes,22 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
CHEFTOP MIND.Maps COMPACT PLUS,XECC-0513-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-compact-xecc-0513-eprm/,"CHEFTOP MIND.MapsPLUS COMPACTuses the latest intelligent technologies to give you practical support in your work. Catering, Quick Service Restaurant, Convenience Store and any kitchen where space is limited, but ambitions stay great.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COMPACT PLUS,XECC-0523-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-compact-xecc-0523-eprm/,"CHEFTOP MIND.MapsPLUS COMPACTuses the latest intelligent technologies to give you practical support in your work. Catering, Quick Service Restaurant, Convenience Store and any kitchen where space is limited, but ambitions stay great.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COMPACT ONE,XECC-0523-E1RM,https://unox.com/en_fr/ovens/cheftop-mindmaps-one-compact-xecc-0523-e1rm/,"CHEFTOP MIND.MapsONE COMPACTis the combi-oven with which you can easily create any type of cooking in the smallest possible space. Simple and intuitive to use, reliable and perseverant as you are.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roasted chickens (1.3kg),Full loadof sea bass fillet (0.3kg),Full loadof frozen demi-baguettes","7 minutes,10 minutes,26 minutes,28 minutes,41 minutes,12 minutes,14 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFLUX MANUAL,XV393,https://unox.com/en_fr/ovens/cheflux-manual-xv393/,CHEFLUXovens with analog control is aimed at professionals that require a highly productive oven with nothing superfluous. The perfect combination of maximum production capacity and minimum investment.,"30 kgbaked potatoes,6 pcsroast chicken,240 servings lasagna Bolognese,36 kgsteamed spinach,30 kgsteamed rice,300 servingssoft goulash","30 minutes,35 minutes,40 minutes,15 minutes,25 minutes,3 hours",,
SPEED-X Digital.ID,XEPA-0523-EXRN,https://unox.com/en_fr/ovens/speed-x-xepa-0523-exrn/,"SPEED-X is the first ever self-washing combi speed oven:the perfect combination of quality and speed. Unimaginable performance, no compromises.","250macaron shells,1,5 kgof whole potatoes,7.5 kgof wedge potatoes,6 pcsfillets of salmonwith vegetables,15 splitcornish hens,6 pcschicken escalopeswith mushrooms","12 minutes,420 seconds,20 minutes,150 seconds,35 minutes,180 seconds",,
BAKERTOP-X Digital.ID,XELA-05EU-EXRS,https://unox.com/en_fr/ovens/bakertop-x-xela-05eu-exrs/,Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any pastry and bakery cooking process. Nevertheless it is ideal for gastronomy cooking processes.,,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi14 l/sec","Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0621-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0621-eprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0621-GPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0621-gprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERTOP MIND.Maps COUNTERTOP PLUS,XEBC-06EU-EPRM,https://unox.com/en_fr/ovens/bakertop-mindmaps-plus-xebc-06eu-eprm/,BAKERTOP MIND.Maps PLUSis the intelligent and self-cleaning combi oven for bakery and confectionery. Automatic baking cycles and intelligent functions for always impeccable results.,"Full loadof croissants,Full loadof baguettes,Full loadof choux pastry,Full loadof panettone cakes (0.7 kg),Full loadof sponge cake,Full loadof puff pastry,Full loadof high crust pizza,Full loadof macarons","16 minutes,18 minutes,25 minutes,45 minutes,30 minutes,20 minutes,18 minutes,13 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERTOP MIND.Maps COUNTERTOP PLUS,XEBC-06EU-GPRM,https://unox.com/en_fr/ovens/bakertop-mindmaps-plus-xebc-06eu-gprm/,BAKERTOP MIND.Maps PLUSis the intelligent and self-cleaning combi oven for bakery and confectionery. Automatic baking cycles and intelligent functions for always impeccable results.,"Full loadof croissants,Full loadof baguettes,Full loadof choux pastry,Full loadof panettone cakes (0.7 kg),Full loadof sponge cake,Full loadof puff pastry,Full loadof high crust pizza,Full loadof macarons","16 minutes,18 minutes,25 minutes,45 minutes,30 minutes,20 minutes,18 minutes,13 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERTOP MIND.Maps COUNTERTOP ONE,XEBC-06EU-E1RM,https://unox.com/en_fr/ovens/bakertop-mindmaps-one-xebc-06eu-e1rm/,BAKERTOP MIND.Maps ONEis the combi oven for pastry and bread making: perfect and uniform baking with any foodload. Intuitive programming and possibility to memorize 364 cooking processes.,"Full loadof croissants,Full loadof baguettes,Full loadof choux pastry,Full loadof panettone cakes (0.7 kg),Full loadof puff pastry,Full loadof high crust pizza,Full loadof macarons","18 minutes,20 minutes,27 minutes,48 minutes,22 minutes,20 minutes,14 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro MASTER,XEFR-06EU-EMRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-master-xefr-06eu-emrv/,"BAKERLUX SHOP.ProMASTERputs the exclamation mark on cooking performance, advanced possibilities of automatic programs, artificial intelligence and internet connection. All this within your commercial space.","20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,AUTO.Matic,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Automatic door opening.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro TOUCH,XEFR-06EU-ETRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-06eu-etrv/,"BAKERLUX SHOP.Pro TOUCHis the range of ovens designed for baking frozen bakery products in commercial environments, where timing is crucial and volumes are vast.","20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro TOUCH,XEFR-06EU-ETRV-MT,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-06eu-etrv-mt/,"BAKERLUX SHOP.Pro TOUCHis the range of ovens designed for baking frozen bakery products in commercial environments, where timing is crucial and volumes are vast.","20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro LED,XEFR-06EU-ELRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-06eu-elrv/,BAKERLUX SHOP.ProLEDis the perfect solution for users looking for an easy-to-use tool that can also provide answers to the needs of pastry.,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
BAKERLUX SHOP.Pro GO,XEFR-06EU-EGRN,https://unox.com/en_fr/ovens/bakerlux-shoppro-go-xefr-06eu-egrn/,BAKERLUX SHOP.Pro GOis a tireless convection oven designed to efficiently bake frozen croissants and bread.,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,AIR.Plus","Extracting humidity for maximum flavour.,Transmit, unite, transform."
BAKERLUX & LINEMISS MANUAL,XB693,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xb693/,BAKERLUX & LINEMISSovens are designed for professionals that require a highly productive bakery and pastry shop with nothing superfluous. The perfect combination of efficiency and simplicity. In less than a square meter.,"24 pcsrosetta bread,6 pcssheet pan pizzas,35 pcsshortbread biscuits,48 pcsstuffed danishes,30 pcsbaguette  of sea bream,24 pcs sponge cake tin","16 minutes,22 minutes,16 minutes,20 minutes,18 minutes,28 minutes",,
BAKERLUX & LINEMISS MANUAL,XB613G,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xb613g/,BAKERLUX & LINEMISSovens are designed for professionals that require a highly productive bakery and pastry shop with nothing superfluous. The perfect combination of efficiency and simplicity. In less than a square meter.,"24 pcsrosetta bread,6 pcssheet pan pizzas,35 pcsshortbread biscuits,48 pcsstuffed danishes,30 pcsbaguette  of sea bream,24 pcs sponge cake tin","16 minutes,22 minutes,16 minutes,20 minutes,18 minutes,28 minutes",,
CHEFTOP-X Digital.ID,XEDA-0611-EXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-0611-exrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.",,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec","Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP-X Digital.ID,XEDA-0611-GXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-0611-gxrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.",,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec","Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP-X Digital.ID,XEDA-0621-EXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-0621-exrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.",,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec","Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP-X Digital.ID,XEDA-0621-GXRS,https://unox.com/en_fr/ovens/cheftop-x-xeda-0621-gxrs/,"Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any gastronomy, pastry and bakery cooking process.",,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi22 l/sec","Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0711-EPRM-MS,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0711-eprm-ms/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
